player_name,team,position,appearances,starts,substitute_appearances,goals,assists,minutes_played,passes,pass_accuracy,key_passes,shots,shots_on_target,tackles,interceptions,dribbles,duels_won,fouls_won,yellow_cards,red_cards
Jean Michael Seri,Ivory Coast,Midfielder,1,0,3,0,0,,,,,,,,,,,,0,0
Mohamed Kone,Ivory Coast,Goalkeeper,0,0,3,0,0,,,,,,,,,,,,0,0
Nicolas Pepe,Ivory Coast,Forward,3,2,1,2,0,,,,,,,,,,,,1,0
Odilon Kossounou,Ivory Coast,Defender,3,2,1,0,0,,,,,,,,,,,,0,0
Oumar Diakite,Ivory Coast,Forward,1,0,3,0,0,,,,,,,,,,,,0,0
Ousmane Diomande,Ivory Coast,Defender,1,1,2,0,0,,,,,,,,,,,,0,0
Parfait Guiagon,Ivory Coast,Midfielder,0,0,3,0,0,,,,,,,,,,,,0,0
Seko Fofana,Ivory Coast,Midfielder,2,1,2,0,0,,,,,,,,,,,,1,0
Simon Adingra,Ivory Coast,Forward,1,0,3,0,0,,,,,,,,,,,,0,0
Wilfried Singo,Ivory Coast,Defender,2,2,1,0,1,,,,,,,,,,,,0,0
Yahia Fofana,Ivory Coast,Goalkeeper,3,3,0,0,0,,,,,,,,,,,,0,0
Yan Diomande,Ivory Coast,Forward,3,3,0,0,1,,,,,,,,,,,,0,0
Ao Tanaka,Japan,Midfielder,2,2,1,0,0,,,,,,,,,,,,0,0
Ayase Ueda,Japan,Forward,3,3,0,2,1,,,,,,,,,,,,0,0
Ayumu Seko,Japan,Defender,2,1,2,0,0,,,,,,,,,,,,0,0
Daichi Kamada,Japan,Midfielder,3,3,0,2,0,,,,,,,,,,,,0,0
Daizen Maeda,Japan,Forward,2,2,1,1,0,,,,,,,,,,,,0,0
Hiroki Ito,Japan,Midfielder,3,3,0,0,0,,,,,,,,,,,,0,0
Junnosuke Suzuki,Japan,Defender,1,0,3,0,0,,,,,,,,,,,,0,0
Junya Ito,Japan,Midfielder,3,1,2,1,0,,,,,,,,,,,,0,0
Kaishu Sano,Japan,Midfielder,2,2,1,0,1,,,,,,,,,,,,0,0
Keisuke Goto,Japan,Forward,1,0,3,0,0,,,,,,,,,,,,0,0
Keisuke Osako,Japan,Goalkeeper,0,0,3,0,0,,,,,,,,,,,,0,0
Keito Nakamura,Japan,Midfielder,3,3,0,1,1,,,,,,,,,,,,0,0
Kento Shiogai,Japan,Forward,1,0,3,0,0,,,,,,,,,,,,0,0
Ko Itakura,Japan,Defender,2,2,1,0,1,,,,,,,,,,,,0,0
Koki Ogawa,Japan,Forward,2,0,3,0,1,,,,,,,,,,,,0,0
Ritsu Doan,Japan,Midfielder,3,3,0,0,1,,,,,,,,,,,,0,0
Shogo Taniguchi,Japan,Defender,2,1,2,0,0,,,,,,,,,,,,1,0
Shuto Machino,Japan,Forward,0,0,2,0,0,,,,,,,,,,,,0,0
Takefusa Kubo,Japan,Midfielder,1,1,0,0,1,,,,,,,,,,,,0,0
Takehiro Tomiyasu,Japan,Defender,2,1,2,0,0,,,,,,,,,,,,0,0
Tomoki Hayakawa,Japan,Goalkeeper,0,0,3,0,0,,,,,,,,,,,,0,0
Tsuyoshi Watanabe,Japan,Defender,2,1,2,0,0,,,,,,,,,,,,0,0
Yuito Suzuki,Japan,Forward,1,0,3,0,0,,,,,,,,,,,,0,0
Yukinari Sugawara,Japan,Defender,3,1,2,0,0,,,,,,,,,,,,0,0
Yuto Nagatomo,Japan,Defender,1,0,3,0,0,,,,,,,,,,,,0,0
Zion Suzuki,Japan,Goalkeeper,3,3,0,0,0,,,,,,,,,,,,0,0
Abdallah Al-Fakhouri,Jordan,Goalkeeper,0,0,3,0,0,,,,,,,,,,,,0,0
Abdullah Nasib,Jordan,Defender,3,3,0,0,0,,,,,,,,,,,,0,0
Ali Azaizeh,Jordan,Forward,3,1,2,0,0,,,,,,,,,,,,0,0
Ali Olwan,Jordan,Forward,3,3,0,1,0,,,,,,,,,,,,0,0
Amer Jamous,Jordan,Midfielder,1,0,3,0,0,,,,,,,,,,,,0,0
Anas Badawi,Jordan,Defender,0,0,3,0,0,,,,,,,,,,,,0,0
Husam Abu Dahab,Jordan,Defender,2,2,1,0,0,,,,,,,,,,,,1,0
Ibrahim Sa'deh,Jordan,Midfielder,0,0,3,0,0,,,,,,,,,,,,0,0
Ihsan Haddad,Jordan,Defender,3,3,0,0,1,,,,,,,,,,,,0,0
Mahmoud Al-Mardi,Jordan,Forward,3,1,2,0,0,,,,,,,,,,,,0,0
Mohammad Abu Hashish,Jordan,Midfielder,1,0,3,0,0,,,,,,,,,,,,0,0
Mohammad Abu Zrayq,Jordan,Forward,2,0,3,0,0,,,,,,,,,,,,1,0
Mohammad Abualnadi,Jordan,Defender,1,1,1,0,0,,,,,,,,,,,,0,0
Mohammad Al-Dawoud,Jordan,Midfielder,1,0,3,0,0,,,,,,,,,,,,0,0
Mohammad Taha,Jordan,Defender,0,0,3,0,0,,,,,,,,,,,,0,0
Mohannad Abu Taha,Jordan,Midfielder,3,3,0,0,0,,,,,,,,,,,,1,0
Musa Al-Taamari,Jordan,Forward,3,2,1,1,1,,,,,,,,,,,,0,0
Nizar Al-Rashdan,Jordan,Midfielder,3,3,0,1,0,,,,,,,,,,,,0,0
Noor Al-Rawabdeh,Jordan,Midfielder,3,3,0,0,1,,,,,,,,,,,,0,0
Nour Bani Attiah,Jordan,Goalkeeper,0,0,3,0,0,,,,,,,,,,,,0,0
Odeh Al-Fakhouri,Jordan,Forward,3,2,1,0,0,,,,,,,,,,,,0,0
Rajaei Ayed,Jordan,Midfielder,0,0,3,0,0,,,,,,,,,,,,0,0
Saed Al-Rosan,Jordan,Defender,1,0,3,0,0,,,,,,,,,,,,0,0
Salim Obaid,Jordan,Defender,3,0,3,0,0,,,,,,,,,,,,0,0
Shareef Adnan,Jordan,Defender,0,0,1,0,0,,,,,,,,,,,,0,0
Yazan Al-Arab,Jordan,Defender,3,3,0,0,0,,,,,,,,,,,,1,0
Yazeed Abulaila,Jordan,Goalkeeper,3,3,0,0,0,,,,,,,,,,,,0,0
Alexis Vega,Mexico,Forward,1,0,3,0,0,,,,,,,,,,,,0,0
Alvaro Fidalgo,Mexico,Midfielder,2,1,2,1,0,,,,,,,,,,,,0,0
Armando Gonzalez,Mexico,Forward,1,0,3,0,0,,,,,,,,,,,,0,0
Brian Gutierrez,Mexico,Midfielder,2,2,1,0,0,,,,,,,,,,,,1,0
Carlos Acevedo,Mexico,Goalkeeper,0,0,3,0,0,,,,,,,,,,,,0,0
Cesar Huerta,Mexico,Forward,2,0,3,0,0,,,,,,,,,,,,0,0
Cesar Montes,Mexico,Defender,2,2,0,0,0,,,,,,,,,,,,0,1
Edson Alvarez,Mexico,Defender,3,2,1,0,0,,,,,,,,,,,,1,0
Erik Lira,Mexico,Midfielder,2,2,1,0,1,,,,,,,,,,,,0,0
Gilberto Mora,Mexico,Midfielder,2,1,2,0,0,,,,,,,,,,,,0,0
Guillermo Martinez,Mexico,Forward,1,1,2,0,0,,,,,,,,,,,,0,0
Guillermo Ochoa,Mexico,Goalkeeper,1,0,3,0,0,,,,,,,,,,,,0,0
Israel Reyes,Mexico,Defender,3,2,1,0,0,,,,,,,,,,,,0,0
Jesus Gallardo,Mexico,Forward,3,2,1,0,0,,,,,,,,,,,,0,0
Johan Vasquez,Mexico,Defender,2,2,1,0,0,,,,,,,,,,,,0,0
Jorge Sanchez,Mexico,Defender,2,2,1,0,1,,,,,,,,,,,,0,0
Julian Quinones,Mexico,Forward,3,3,0,2,0,,,,,,,,,,,,0,0
Luis Chavez,Mexico,Midfielder,1,0,3,0,0,,,,,,,,,,,,0,0
Luis Romo,Mexico,Defender,2,2,1,1,1,,,,,,,,,,,,0,0
Mateo Chavez,Mexico,Defender,1,1,2,1,0,,,,,,,,,,,,0,0
Obed Vargas,Mexico,Midfielder,2,0,3,0,0,,,,,,,,,,,,0,0
Orbelin Pineda,Mexico,Midfielder,1,0,3,0,0,,,,,,,,,,,,0,0
Raul Jimenez,Mexico,Forward,2,2,1,1,0,,,,,,,,,,,,0,0
Raul Rangel,Mexico,Goalkeeper,3,3,0,0,0,,,,,,,,,,,,0,0
Roberto Alvarado,Mexico,Forward,3,3,0,0,2,,,,,,,,,,,,0,0
Santiago Gimenez,Mexico,Forward,2,0,3,0,0,,,,,,,,,,,,0,0
Achraf Hakimi,Morocco,Defender,3,3,0,1,1,,,,,,,,,,,,0,0
Ahmed Reda Tagnaouti,Morocco,Goalkeeper,0,0,3,0,0,,,,,,,,,,,,0,0
Amine Sbai,Morocco,Forward,0,0,3,0,0,,,,,,,,,,,,0,0
Anass Salah-Eddine,Morocco,Defender,2,1,2,0,0,,,,,,,,,,,,0,0
Ayoub El Kaabi,Morocco,Forward,1,1,1,0,0,,,,,,,,,,,,0,0
Ayoub El Khaliqi,Morocco,Defender,0,0,1,0,0,,,,,,,,,,,,0,0
Ayoube Amaimouni,Morocco,Forward,2,0,3,0,0,,,,,,,,,,,,0,0
Ayyoub Bouaddi,Morocco,Midfielder,2,2,1,0,0,,,,,,,,,,,,0,0
Azzeddine Ounahi,Morocco,Midfielder,3,2,1,0,0,,,,,,,,,,,,0,0
Bilal El Khannouss,Morocco,Midfielder,3,3,0,0,0,,,,,,,,,,,,0,0
Brahim Diaz,Morocco,Forward,3,3,0,0,2,,,,,,,,,,,,0,0
Chadi Riad,Morocco,Defender,3,3,0,0,1,,,,,,,,,,,,0,0
Chemsdine Talbi,Morocco,Midfielder,2,0,3,0,0,,,,,,,,,,,,0,0
Gessine Yassine,Morocco,Midfielder,1,0,3,1,0,,,,,,,,,,,,0,0
Ismael Saibari,Morocco,Midfielder,3,3,0,3,0,,,,,,,,,,,,0,0
Issa Diop,Morocco,Defender,2,2,1,0,0,,,,,,,,,,,,1,0
Marwane Saadane,Morocco,Defender,0,0,3,0,0,,,,,,,,,,,,0,0
Munir Mohamedi,Morocco,Goalkeeper,0,0,3,0,0,,,,,,,,,,,,0,0
Neil El Aynaoui,Morocco,Midfielder,3,3,0,0,0,,,,,,,,,,,,0,0
Noussair Mazraoui,Morocco,Defender,3,2,1,0,0,,,,,,,,,,,,0,0
Redouane Halal,Morocco,Defender,1,1,2,0,0,,,,,,,,,,,,0,0
Samir El Mourabet,Morocco,Midfielder,3,0,3,0,0,,,,,,,,,,,,0,0
Sofyan Amrabat,Morocco,Midfielder,1,1,2,0,0,,,,,,,,,,,,0,0
Soufiane Rahimi,Morocco,Forward,3,0,3,1,1,,,,,,,,,,,,0,0
Yassine Bounou,Morocco,Goalkeeper,3,3,0,0,0,,,,,,,,,,,,0,0
Youssef Belammari,Morocco,Defender,0,0,3,0,0,,,,,,,,,,,,0,0
Zakaria El Ouahdi,Morocco,Defender,0,0,3,0,0,,,,,,,,,,,,0,0
Bart Varbruggen,Netherlands,Goalkeeper,3,3,0,0,0,,,,,,,,,,,,0,0
Brian Brobbey,Netherlands,Forward,3,2,1,3,0,,,,,,,,,,,,0,0
Cody Gakpo,Netherlands,Midfielder,3,3,0,2,1,,,,,,,,,,,,0,0
Crysensio Summerville,Netherlands,Forward,3,1,2,2,1,,,,,,,,,,,,1,0
Denzel Dumfries,Netherlands,Defender,3,3,0,0,2,,,,,,,,,,,,0,0
Donyell Malen,Netherlands,Forward,3,3,0,0,0,,,,,,,,,,,,0,0
Frenkie de Jong,Netherlands,Midfielder,3,3,0,0,0,,,,,,,,,,,,0,0
Guus Til,Netherlands,Midfielder,1,0,3,0,0,,,,,,,,,,,,0,0
Jan Paul van Hecke,Netherlands,Defender,3,3,0,1,0,,,,,,,,,,,,0,0
Jorrel Hato,Netherlands,Defender,0,0,3,0,0,,,,,,,,,,,,0,0
Justin Kluivert,Netherlands,Midfielder,1,0,3,0,0,,,,,,,,,,,,0,0
Lutsharel Geertruida,Netherlands,Defender,0,0,3,0,0,,,,,,,,,,,,0,0
Mark Flekken,Netherlands,Goalkeeper,0,0,3,0,0,,,,,,,,,,,,0,0
Marten de Roon,Netherlands,Midfielder,0,0,3,0,0,,,,,,,,,,,,0,0
Mats Wieffer,Netherlands,Midfielder,0,0,3,0,0,,,,,,,,,,,,0,0
Memphis Depay,Netherlands,Midfielder,3,0,3,0,1,,,,,,,,,,,,1,0
Micky van de Ven,Netherlands,Defender,2,2,1,0,0,,,,,,,,,,,,1,0
Nathan Ake,Netherlands,Defender,2,1,2,0,0,,,,,,,,,,,,0,0
Noa Lang,Netherlands,Midfielder,2,0,3,0,0,,,,,,,,,,,,0,0
Quinten Timber,Netherlands,Midfielder,1,0,2,0,0,,,,,,,,,,,,0,0
Robin Roefs,Netherlands,Goalkeeper,0,0,3,0,0,,,,,,,,,,,,0,0
Ryan Gravenberch,Netherlands,Midfielder,3,3,0,0,2,,,,,,,,,,,,0,0
Teun Koopmeiners,Netherlands,Midfielder,3,0,3,0,0,,,,,,,,,,,,0,0
Tijjani Reijnders,Netherlands,Midfielder,3,3,0,0,1,,,,,,,,,,,,0,0
Virgil van Dijk,Netherlands,Defender,3,3,0,1,1,,,,,,,,,,,,0,0
Wout Weghorst,Netherlands,Forward,0,0,3,0,0,,,,,,,,,,,,0,0
Alex Paulsen,New Zealand,Goalkeeper,0,0,3,0,0,,,,,,,,,,,,0,0
Alex Rufer,New Zealand,Forward,0,0,3,0,0,,,,,,,,,,,,0,0
Ben Old,New Zealand,Midfielder,3,0,3,0,0,,,,,,,,,,,,0,0
Ben Waine,New Zealand,Forward,0,0,3,0,0,,,,,,,,,,,,0,0
Callan Elliot,New Zealand,Defender,1,0,3,0,0,,,,,,,,,,,,0,0
Callum McCowatt,New Zealand,Midfielder,3,2,1,0,0,,,,,,,,,,,,1,0
Chris Wood,New Zealand,Forward,3,3,0,0,2,,,,,,,,,,,,0,0
Elijah Just,New Zealand,Forward,3,3,0,3,0,,,,,,,,,,,,1,0
Finn Surman,New Zealand,Defender,3,3,0,1,0,,,,,,,,,,,,0,0
Francis de Vries,New Zealand,Defender,2,0,3,0,0,,,,,,,,,,,,0,0
Jesse Randall,New Zealand,Forward,3,0,3,0,0,,,,,,,,,,,,0,0
Joe Bell,New Zealand,Midfielder,3,3,0,0,0,,,,,,,,,,,,0,0
Kosta Barbarouses,New Zealand,Forward,0,0,3,0,0,,,,,,,,,,,,0,0
Lachlan Bayliss,New Zealand,Midfielder,0,0,3,0,0,,,,,,,,,,,,0,0
Liberato Cacace,New Zealand,Defender,3,3,0,0,0,,,,,,,,,,,,0,0
Logan Rogerson,New Zealand,Forward,0,0,2,0,0,,,,,,,,,,,,0,0
Marko Stamenic,New Zealand,Midfielder,3,3,0,0,0,,,,,,,,,,,,1,0
Max Crocombe,New Zealand,Goalkeeper,3,3,0,0,0,,,,,,,,,,,,0,0
Michael Boxall,New Zealand,Defender,3,2,1,0,0,,,,,,,,,,,,0,0
Michael Woud,New Zealand,Goalkeeper,0,0,3,0,0,,,,,,,,,,,,0,0
Nando Pijnaker,New Zealand,Defender,0,0,3,0,0,,,,,,,,,,,,0,0
Ryan Thomas,New Zealand,Midfielder,3,1,2,0,0,,,,,,,,,,,,0,0
Sarpreet Singh,New Zealand,Midfielder,3,3,0,0,0,,,,,,,,,,,,1,0
Tim Payne,New Zealand,Defender,3,3,0,0,1,,,,,,,,,,,,0,0
Tommy Smith,New Zealand,Defender,0,0,3,0,0,,,,,,,,,,,,0,0
Tyler Bindon,New Zealand,Defender,3,1,2,0,0,,,,,,,,,,,,0,0
Alexander Sorloth,Norway,Forward,2,2,1,0,0,,,,,,,,,,,,0,0
Andreas Schjelderup,Norway,Midfielder,3,1,2,0,1,,,,,,,,,,,,0,0
Antonio Nusa,Norway,Forward,3,2,1,0,0,,,,,,,,,,,,0,0
David Wolfe,Norway,Defender,2,2,1,0,1,,,,,,,,,,,,0,0
Egil Selvik,Norway,Goalkeeper,1,1,2,0,0,,,,,,,,,,,,0,0
Erling Haaland,Norway,Forward,2,2,1,4,0,,,,,,,,,,,,0,0
Fredrik Andre Bjorkan,Norway,Defender,1,1,2,0,0,,,,,,,,,,,,0,0
Fredrik Aursnes,Norway,Midfielder,3,3,0,0,0,,,,,,,,,,,,0,0
Henrik Falchener,Norway,Defender,1,1,2,0,0,,,,,,,,,,,,0,0
Jens Petter Hauge,Norway,Forward,1,0,3,0,0,,,,,,,,,,,,0,0
Jorgen Strand Larsen,Norway,Forward,1,1,2,0,0,,,,,,,,,,,,0,0
Julian Ryersen,Norway,Defender,2,2,1,0,0,,,,,,,,,,,,0,0
Kristian Thorstvedt,Norway,Midfielder,2,1,2,0,0,,,,,,,,,,,,0,0
Kristoffer Ajer,Norway,Midfielder,2,2,1,0,0,,,,,,,,,,,,0,0
Leo Ostigard,Norway,Defender,3,1,2,1,0,,,,,,,,,,,,0,0
Marcus Pedersen,Norway,Defender,2,0,3,1,0,,,,,,,,,,,,0,0
Martin Odegaard,Norway,Midfielder,2,2,1,0,2,,,,,,,,,,,,0,0
Morten Thorsby,Norway,Midfielder,1,0,3,0,0,,,,,,,,,,,,0,0
Orjan Nyland,Norway,Goalkeeper,2,2,1,0,0,,,,,,,,,,,,0,0
Oscar Bobb,Norway,Midfielder,3,1,2,0,0,,,,,,,,,,,,0,0
Patrick Berg,Norway,Midfielder,3,1,2,0,1,,,,,,,,,,,,1,0
Sander Berge,Norway,Midfielder,2,2,1,0,0,,,,,,,,,,,,0,0
Sander Tangvik,Norway,Goalkeeper,0,0,3,0,0,,,,,,,,,,,,0,0
Sondre Langas,Norway,Defender,1,0,3,0,0,,,,,,,,,,,,0,0
Thelo Aasgaard,Norway,Midfielder,1,1,2,1,0,,,,,,,,,,,,0,0
Torbjorn Heggem,Norway,Defender,2,2,1,0,0,,,,,,,,,,,,0,0
Adalberto Carrasquilla,Panama,Midfielder,0,0,3,0,0,,,,,,,,,,,,0,0
Alberto Quintero,Panama,Midfielder,1,0,3,0,0,,,,,,,,,,,,0,0
Andres Andrade,Panama,Midfielder,3,3,0,0,0,,,,,,,,,,,,1,0
Anibal Godoy,Panama,Midfielder,1,0,3,0,0,,,,,,,,,,,,0,0
Azarias Londono,Panama,Forward,3,0,3,0,0,,,,,,,,,,,,0,0
Carlos Harvey,Panama,Midfielder,3,3,0,0,0,,,,,,,,,,,,1,0
Cecilio Waterman,Panama,Forward,2,1,2,0,0,,,,,,,,,,,,0,0
Cesar Blackman,Panama,Midfielder,2,2,0,0,0,,,,,,,,,,,,1,0
Cesar Samudio,Panama,Goalkeeper,0,0,3,0,0,,,,,,,,,,,,0,0
Cesar Yanis,Panama,Midfielder,0,0,3,0,0,,,,,,,,,,,,0,0
Christian Martinez P,Panama,Midfielder,3,3,0,0,0,,,,,,,,,,,,0,0
Edgar Barcenas,Panama,Midfielder,3,3,0,0,0,,,,,,,,,,,,1,0
Edgardo Farina,Panama,Defender,0,0,3,0,0,,,,,,,,,,,,0,0
Erick Davis,Panama,Defender,2,0,3,0,0,,,,,,,,,,,,0,0
Fidel Escobar,Panama,Defender,1,1,2,0,0,,,,,,,,,,,,0,0
Ismael Diaz,Panama,Forward,2,0,3,0,0,,,,,,,,,,,,0,0
Jiovany Ramos,Panama,Defender,2,2,1,0,0,,,,,,,,,,,,0,0
Jorge Gutierrez,Panama,Defender,1,1,2,0,0,,,,,,,,,,,,0,0
Jose Cordoba,Panama,Midfielder,3,3,0,0,0,,,,,,,,,,,,0,0
Jose Fajardo,Panama,Forward,3,1,2,0,0,,,,,,,,,,,,1,0
Jose Luis Rodriguez,Panama,Midfielder,3,3,0,0,0,,,,,,,,,,,,0,0
Luis Mejia,Panama,Goalkeeper,0,0,3,0,0,,,,,,,,,,,,0,0
Michael Amir Murillo,Panama,Defender,3,3,0,0,0,,,,,,,,,,,,0,0
Orlando Mosquera,Panama,Goalkeeper,3,3,0,0,0,,,,,,,,,,,,0,0
Roderick Miller,Panama,Defender,0,0,3,0,0,,,,,,,,,,,,0,0
Rolando Blackburn,Panama,Forward,0,0,1,0,0,,,,,,,,,,,,0,0
Tomas Rodriguez,Panama,Forward,2,1,2,0,0,,,,,,,,,,,,0,0
Adrian Cubas,Paraguay,Midfielder,3,3,0,0,0,,,,,,,,,,,,0,0
Alejandro Romero,Paraguay,Midfielder,1,0,3,0,0,,,,,,,,,,,,0,0
Alex Arce,Paraguay,Forward,2,0,3,0,0,,,,,,,,,,,,0,0
Alexandro Maidana,Paraguay,Defender,2,1,2,0,0,,,,,,,,,,,,0,0
Antonio Sanabria,Paraguay,Forward,1,1,2,0,0,,,,,,,,,,,,0,0
Braian Ojeda,Paraguay,Midfielder,0,0,3,0,0,,,,,,,,,,,,0,0
Damian Bobadilla,Paraguay,Midfielder,3,1,2,0,0,,,,,,,,,,,,0,0
Diego Gomez,Paraguay,Midfielder,3,3,0,0,0,,,,,,,,,,,,2,0
Fabian Balbuena,Paraguay,Midfielder,0,0,3,0,0,,,,,,,,,,,,0,0
Gabriel Avalos,Paraguay,Forward,2,1,2,0,0,,,,,,,,,,,,0,0
Gaston Oliveira,Paraguay,Goalkeeper,0,0,3,0,0,,,,,,,,,,,,0,0
Gustavo Caballero,Paraguay,Midfielder,0,0,3,0,0,,,,,,,,,,,,0,0
Gustavo Gomez,Paraguay,Defender,3,3,0,0,0,,,,,,,,,,,,0,0
Gustavo Velazquez,Paraguay,Defender,3,1,2,0,0,,,,,,,,,,,,0,0
Isidro Pitta,Paraguay,Forward,1,1,2,0,0,,,,,,,,,,,,0,0
Jose Canale,Paraguay,Defender,2,0,3,0,0,,,,,,,,,,,,0,0
Juan Jose Caceres,Paraguay,Defender,3,3,0,0,0,,,,,,,,,,,,1,0
Julio Enciso,Paraguay,Forward,3,3,0,0,2,,,,,,,,,,,,0,0
Junior Alonso,Paraguay,Defender,3,2,1,0,0,,,,,,,,,,,,1,0
Matias Galarza,Paraguay,Midfielder,2,2,1,1,0,,,,,,,,,,,,1,0
Mauricio,Paraguay,Midfielder,2,0,3,1,0,,,,,,,,,,,,0,0
Miguel Almiron,Paraguay,Midfielder,2,2,0,0,0,,,,,,,,,,,,1,1
Omar Alderete,Paraguay,Defender,3,3,0,0,0,,,,,,,,,,,,0,0
Orlando Gill,Paraguay,Goalkeeper,3,3,0,0,0,,,,,,,,,,,,0,0
Ramon Sosa,Paraguay,Forward,1,0,2,0,0,,,,,,,,,,,,0,0
Roberto Junior Fernandez,Paraguay,Goalkeeper,0,0,3,0,0,,,,,,,,,,,,0,0
Bernardo Silva,Portugal,Midfielder,2,1,2,0,0,,,,,,,,,,,,1,0
Bruno Fernandes,Portugal,Midfielder,3,3,0,0,1,,,,,,,,,,,,0,0
Cristiano Ronaldo,Portugal,Forward,3,3,0,2,0,,,,,,,,,,,,0,0
Diogo Costa,Portugal,Goalkeeper,3,3,0,0,0,,,,,,,,,,,,0,0
Diogo Dalot,Portugal,Defender,1,0,3,0,0,,,,,,,,,,,,0,0
Francisco Conceicao,Portugal,Midfielder,2,0,3,0,0,,,,,,,,,,,,0,0
Francisco Trincao,Portugal,Forward,1,0,3,0,0,,,,,,,,,,,,0,0
Goncalo Guedes,Portugal,Forward,0,0,3,0,0,,,,,,,,,,,,0,0
Goncalo Inacio,Portugal,Defender,0,0,3,0,0,,,,,,,,,,,,0,0
Goncalo Ramos,Portugal,Midfielder,1,0,3,0,0,,,,,,,,,,,,0,0
Joao Cancelo,Portugal,Defender,3,3,0,0,1,,,,,,,,,,,,0,0
Joao Felix,Portugal,Forward,2,2,1,0,0,,,,,,,,,,,,0,0
Joao Neves,Portugal,Midfielder,3,2,1,1,0,,,,,,,,,,,,0,0
Jose Sa,Portugal,Goalkeeper,0,0,3,0,0,,,,,,,,,,,,0,0
Matheus Nunes,Portugal,Midfielder,1,0,3,0,0,,,,,,,,,,,,0,0
Nelson Semedo,Portugal,Defender,2,0,3,0,0,,,,,,,,,,,,1,0
Nuno Mendes,Portugal,Defender,3,3,0,1,0,,,,,,,,,,,,0,0
Pedro Neto,Portugal,Forward,3,3,0,0,1,,,,,,,,,,,,0,0
Rafael Leao,Portugal,Forward,3,0,3,1,0,,,,,,,,,,,,0,0
Renato Veiga,Portugal,Midfielder,3,3,0,0,0,,,,,,,,,,,,1,0
Ruben Dias,Portugal,Defender,2,2,1,0,0,,,,,,,,,,,,0,0
Ruben Neves,Portugal,Midfielder,1,1,2,0,0,,,,,,,,,,,,0,0
Rui Silva,Portugal,Goalkeeper,0,0,3,0,0,,,,,,,,,,,,0,0
Samu Costa,Portugal,Midfielder,1,0,3,0,0,,,,,,,,,,,,0,0
Tomas Lemos Araujo,Portugal,Defender,1,1,2,0,0,,,,,,,,,,,,1,0
Vitinha,Portugal,Midfielder,3,3,0,0,0,,,,,,,,,,,,0,0
Abdulaziz Hatem,Qatar,Midfielder,1,0,3,0,0,,,,,,,,,,,,0,0
Ahmed Al-Ganehi,Qatar,Forward,1,0,3,0,0,,,,,,,,,,,,0,0
Ahmed Alaaeldin,Qatar,Forward,2,0,3,0,0,,,,,,,,,,,,0,0
Ahmed Fatehi,Qatar,Midfielder,3,1,2,0,0,,,,,,,,,,,,2,0
Akram Afif,Qatar,Forward,3,3,0,0,0,,,,,,,,,,,,0,0
Al-Hashmi Al-Hussain,Qatar,Defender,1,0,3,0,0,,,,,,,,,,,,0,0
Almoez Ali,Qatar,Forward,1,0,3,0,0,,,,,,,,,,,,0,0
Assim Madibo,Qatar,Midfielder,2,2,0,0,0,,,,,,,,,,,,0,1
Ayoub Al-Oui,Qatar,Defender,2,2,1,0,0,,,,,,,,,,,,0,0
Boualem Khoukhi,Qatar,Midfielder,3,3,0,0,0,,,,,,,,,,,,0,0
Edmilson Junior,Qatar,Midfielder,3,3,0,0,1,,,,,,,,,,,,0,0
Hassan Al Haidos,Qatar,Forward,2,1,2,1,0,,,,,,,,,,,,0,0
Homan Ahmed,Qatar,Defender,2,2,0,0,0,,,,,,,,,,,,0,1
Issa Laye,Qatar,Defender,3,3,0,0,0,,,,,,,,,,,,0,0
Jassem Gaber,Qatar,Defender,3,3,0,0,0,,,,,,,,,,,,1,0
Karim Boudiaf,Qatar,Midfielder,2,1,2,0,0,,,,,,,,,,,,0,0
Lucas Mendes,Qatar,Defender,1,0,3,0,0,,,,,,,,,,,,0,0
Mahmud Abunada,Qatar,Goalkeeper,3,3,0,0,0,,,,,,,,,,,,1,0
Meshaal Barsham,Qatar,Goalkeeper,0,0,3,0,0,,,,,,,,,,,,0,0
Mohamed Manai,Qatar,Midfielder,3,0,3,0,0,,,,,,,,,,,,0,0
Mohammed Muntari,Qatar,Forward,0,0,3,0,0,,,,,,,,,,,,0,0
Ro-Ro,Qatar,Defender,3,3,0,0,0,,,,,,,,,,,,0,0
Salah Zakaria,Qatar,Goalkeeper,0,0,3,0,0,,,,,,,,,,,,0,0
Sultan Al-Brake,Qatar,Defender,2,1,2,0,0,,,,,,,,,,,,0,0
Tahsin Jamshid,Qatar,Forward,0,0,3,0,0,,,,,,,,,,,,0,0
Yusuf Abdurisag,Qatar,Forward,2,2,1,0,0,,,,,,,,,,,,0,0
Abdulelah Al-Amri,Saudi Arabia,Defender,3,3,0,1,0,,,,,,,,,,,,1,0
Abdullah Al-Hamdan,Saudi Arabia,Forward,3,0,3,0,0,,,,,,,,,,,,0,0
Abdullah Al-Khaibari,Saudi Arabia,Midfielder,3,3,0,0,0,,,,,,,,,,,,0,0
Ahmed Al-Kassar,Saudi Arabia,Goalkeeper,0,0,3,0,0,,,,,,,,,,,,0,0
Alaa Al-Hejji,Saudi Arabia,Midfielder,2,0,3,0,0,,,,,,,,,,,,0,0
Ali Lajami,Saudi Arabia,Defender,3,1,2,0,0,,,,,,,,,,,,0,0
Ali Majrashi,Saudi Arabia,Defender,0,0,3,0,0,,,,,,,,,,,,0,0
Ayman Yahya,Saudi Arabia,Midfielder,0,0,3,0,0,,,,,,,,,,,,0,0
