date,home_team,away_team,neutral,tournament,home_win_rate,home_draw_rate,home_avg_goals_scored,home_avg_goals_conceded,away_win_rate,away_draw_rate,away_avg_goals_scored,away_avg_goals_conceded,elo_diff,home_elo,away_elo,result,home_qa_form,away_qa_form
1919-05-17,Chile,Uruguay,True,Copa América,0.0,0.1428571428571428,0.2857142857142857,3.857142857142857,0.8571428571428571,0.1428571428571428,2.571428571428572,0.4285714285714285,-433,1500,1933,away_win,0.08499163433128047,1.0433946815706097
1919-05-18,Brazil,Argentina,False,Copa América,0.2857142857142857,0.2857142857142857,2.2857142857142856,1.7142857142857142,0.4285714285714285,0.2857142857142857,2.0,1.1428571428571428,-155,1831,1986,home_win,0.42006336549072654,0.6051315367911431
1919-05-22,Argentina,Chile,True,Copa América,0.375,0.25,1.875,1.375,0.0,0.125,0.25,3.625,486,1986,1500,home_win,0.5294900946922502,0.07436768003987042
1919-05-26,Brazil,Uruguay,False,Copa América,0.375,0.25,2.375,1.625,0.875,0.125,2.5,0.375,-102,1831,1933,draw,0.5222090705208073,1.029778220782457
1919-05-29,Brazil,Uruguay,False,Copa América,0.3333333333333333,0.3333333333333333,2.333333333333333,1.6666666666666667,0.7777777777777778,0.2222222222222222,2.4444444444444446,0.5555555555555556,-102,1831,1933,home_win,0.5310864689758286,0.9787288534485145
1920-09-11,Chile,Brazil,False,Copa América,0.0,0.1111111111111111,0.3333333333333333,3.6666666666666665,0.4,0.3,2.2,1.5,-400,1500,1900,away_win,0.06610460447988481,0.5983989534014452
1920-09-12,Uruguay,Argentina,True,Copa América,0.7,0.2,2.2,0.6,0.4444444444444444,0.2222222222222222,2.111111111111111,1.3333333333333333,50,1977,1927,draw,0.8808559681036631,0.5744870836448209
1920-09-18,Brazil,Uruguay,True,Copa América,0.5,0.2,2.2,1.4,0.6,0.3,1.9,0.7,-77,1900,1977,away_win,0.6451221031647146,0.8474333416396711
1920-09-20,Chile,Argentina,False,Copa América,0.0,0.1,0.3,3.4,0.4,0.3,2.0,1.3,-427,1500,1927,draw,0.05949414403189633,0.5786194866683279
1920-09-25,Argentina,Brazil,True,Copa América,0.3,0.4,1.5,1.3,0.5,0.1,2.1,1.9,27,1927,1900,home_win,0.5318963369050586,0.584693496137553
1920-10-03,Chile,Uruguay,False,Copa América,0.0,0.2,0.4,3.1,0.6,0.3,2.3,0.6,-477,1500,1977,away_win,0.11951781709444305,0.8468103663094941
1921-10-02,Argentina,Brazil,False,Copa América,0.4,0.3,1.6,1.2,0.5,0.1,2.0,1.9,111,1933,1822,home_win,0.5907675056067779,0.584693496137553
1921-10-09,Paraguay,Uruguay,True,Copa América,0.5,0.22,1.5,1.5,0.7,0.2,2.5,0.7,-277,1757,2034,home_win,0.489,0.8798280588088712
1921-10-12,Brazil,Paraguay,True,Copa América,0.5,0.1,1.8,1.6,1.0,0.0,2.0,1.0,65,1822,1757,home_win,0.584693496137553,0.489
1921-10-16,Argentina,Paraguay,False,Copa América,0.5,0.2,1.7,1.2,0.5,0.0,1.0,2.0,176,1933,1757,home_win,0.6446860204335908,0.489
1921-10-23,Brazil,Uruguay,True,Copa América,0.6,0.1,2.1,1.2,0.6,0.2,2.2,0.9,-212,1822,2034,away_win,0.6941502616496387,0.7863817592823323
1921-10-30,Argentina,Uruguay,False,Copa América,0.5,0.2,1.6,1.0,0.6,0.2,2.0,1.0,-101,1933,2034,home_win,0.636525043608273,0.7822701221031647
1922-09-17,Brazil,Chile,False,Copa América,0.5,0.1,1.7,1.4,0.0,0.2,0.4,2.7,339,1839,1500,draw,0.6007039621231,0.11951781709444305
1922-09-23,Chile,Uruguay,True,Copa América,0.0,0.2,0.4,2.7,0.5,0.2,1.9,1.1,-490,1500,1990,away_win,0.11730625467231497,0.6595439820583104
1922-09-24,Brazil,Paraguay,False,Copa América,0.4,0.2,1.2,1.5,0.3333333333333333,0.0,0.6666666666666666,2.333333333333333,88,1839,1751,draw,0.5539808123598305,0.42237727385995516
1922-09-28,Argentina,Chile,True,Copa América,0.5,0.2,1.6,1.0,0.0,0.2,0.4,2.5,461,1961,1500,home_win,0.669791926239721,0.11730625467231497
1922-10-01,Brazil,Uruguay,False,Copa América,0.3,0.3,1.0,1.5,0.5,0.2,1.8,0.9,-151,1839,1990,draw,0.4847994019436831,0.6292673810117119
1922-10-05,Chile,Paraguay,True,Copa América,0.0,0.2,0.4,2.8,0.25,0.25,0.75,2.0,-251,1500,1751,away_win,0.11730625467231497,0.459989409419387
1922-10-08,Argentina,Uruguay,True,Copa América,0.6,0.2,2.0,0.9,0.4,0.3,1.6,0.9,-29,1961,1990,away_win,0.7632382257662597,0.5931036630949414
1922-10-12,Paraguay,Uruguay,True,Copa América,0.4,0.2,1.2,1.6,0.5,0.2,1.5,0.7,-239,1751,1990,home_win,0.5548841265885871,0.6582357338649389
1922-10-15,Brazil,Argentina,False,Copa América,0.3,0.3,0.8,1.3,0.6,0.2,1.8,0.7,-122,1839,1961,home_win,0.48657488163468726,0.7632382257662597
1922-10-18,Argentina,Paraguay,True,Copa América,0.6,0.2,1.7,0.6,0.5,0.1666666666666666,1.1666666666666667,1.3333333333333333,210,1961,1751,home_win,0.7632382257662597,0.6690235899991693
1922-11-06,Brazil,Paraguay,False,Copa América,0.3,0.3,0.9,1.3,0.4285714285714285,0.1428571428571428,1.0,1.4285714285714286,88,1839,1751,home_win,0.4883192125591826,0.5734487914278594
1923-10-29,Argentina,Paraguay,True,Copa América,0.6,0.2,1.5,0.5,0.375,0.125,0.875,1.625,140,1891,1751,home_win,0.7788749065537004,0.501767692499377
1923-11-04,Uruguay,Paraguay,False,Copa América,0.5,0.2,1.5,0.7,0.3333333333333333,0.1111111111111111,1.1111111111111112,1.8888888888888888,245,1996,1751,home_win,0.6582357338649389,0.4460157266661129
1923-11-11,Brazil,Paraguay,True,Copa América,0.3,0.3,1.1,1.3,0.3,0.1,1.0,1.9,148,1899,1751,away_win,0.5039558933466235,0.40141415399950164
1923-11-18,Argentina,Brazil,True,Copa América,0.7,0.1,1.8,0.7,0.3,0.3,1.1,0.8,-8,1891,1899,home_win,0.8263767754796909,0.5039558933466235
1923-11-25,Uruguay,Brazil,False,Copa América,0.6,0.1,1.6,0.6,0.3,0.3,1.2,0.8,97,1996,1899,home_win,0.7072950411163719,0.5039558933466235
1923-12-02,Uruguay,Argentina,False,Copa América,0.6,0.1,1.2,0.7,0.8,0.0,1.9,0.7,105,1996,1891,home_win,0.7072327435833541,0.8979566409170197
1924-10-12,Argentina,Paraguay,True,Copa América,0.7,0.0,1.7,0.9,0.3,0.1,0.9,1.8,136,1903,1767,draw,0.779591328183404,0.39300398704211315
1924-10-19,Uruguay,Chile,False,Copa América,0.6,0.1,1.2,0.6,0.0,0.2,0.4,2.6,499,1999,1500,home_win,0.7315910789932719,0.11730625467231497
1924-10-25,Argentina,Chile,True,Copa América,0.6,0.1,1.6,0.9,0.0,0.2,0.4,2.5,403,1903,1500,home_win,0.7211250934462996,0.11730625467231497
1924-10-26,Uruguay,Paraguay,False,Copa América,0.7,0.1,1.6,0.4,0.3,0.2,0.9,1.5,232,1999,1767,home_win,0.8250373785198107,0.4522800897084475
1924-11-01,Chile,Paraguay,True,Copa América,0.0,0.2,0.4,2.5,0.3,0.2,1.0,1.5,-267,1500,1767,away_win,0.11730625467231497,0.4522800897084475
1924-11-02,Uruguay,Argentina,False,Copa América,0.7,0.1,1.7,0.4,0.6,0.1,1.5,0.9,96,1999,1903,draw,0.8216110142038374,0.7051146274607526
1925-11-29,Argentina,Paraguay,False,Copa América,0.5,0.2,1.4,0.9,0.4,0.1,1.2,1.5,177,1954,1777,home_win,0.6406678295539496,0.488443807625218
1925-12-06,Brazil,Paraguay,True,Copa América,0.3,0.3,1.3,0.9,0.3,0.1,0.9,1.7,92,1869,1777,home_win,0.5039558933466235,0.3949975080986793
1925-12-13,Argentina,Brazil,False,Copa América,0.5,0.2,1.2,0.9,0.3,0.3,1.5,1.1,85,1954,1869,home_win,0.6579242461998505,0.5052018440069773
1925-12-17,Brazil,Paraguay,True,Copa América,0.3,0.3,1.5,1.3,0.2,0.1,1.0,2.2,92,1869,1777,home_win,0.5052018440069773,0.2710254173934712
1925-12-20,Argentina,Paraguay,False,Copa América,0.6,0.2,1.6,0.9,0.2,0.1,1.1,2.3,177,1954,1777,home_win,0.7743583354099177,0.2710254173934712
1925-12-25,Argentina,Brazil,False,Copa América,0.7,0.2,1.9,0.8,0.4,0.2,1.7,1.3,85,1954,1869,draw,0.8850610515823572,0.5691814104161474
1926-10-12,Chile,Bolivia,False,Copa América,0.0,0.2,0.4,2.4,0.5,0.22,1.5,1.5,0,1500,1500,home_win,0.11730625467231497,0.489
1926-10-16,Argentina,Bolivia,True,Copa América,0.6,0.3,1.9,1.0,0.0,0.0,1.0,7.0,489,1989,1500,home_win,0.8341951158734112,0.489
1926-10-17,Chile,Uruguay,False,Copa América,0.1,0.2,1.1,2.4,0.7,0.2,1.7,0.3,-466,1500,1966,away_win,0.2107525541988537,0.880887116870172
1926-10-20,Argentina,Paraguay,True,Copa América,0.6,0.3,2.0,0.7,0.2,0.1,1.2,2.3,235,1989,1754,home_win,0.8185584350859706,0.2710254173934712
1926-10-23,Bolivia,Paraguay,True,Copa América,0.0,0.0,0.5,6.0,0.2,0.1,0.9,2.7,-254,1500,1754,away_win,0.489,0.2710254173934712
1926-10-24,Argentina,Uruguay,True,Copa América,0.6,0.3,2.6,0.6,0.7,0.2,1.8,0.4,23,1989,1966,away_win,0.8095252927984051,0.880887116870172
1926-10-28,Bolivia,Uruguay,True,Copa América,0.0,0.0,0.6666666666666666,6.0,0.8,0.1,2.0,0.4,-466,1500,1966,away_win,0.0,0.947514328432594
1926-10-31,Chile,Argentina,False,Copa América,0.1,0.1,1.1,2.6,0.6,0.3,2.6,0.6,-489,1500,1989,draw,0.150728881136307,0.8095252927984051
1926-11-01,Paraguay,Uruguay,True,Copa América,0.3,0.1,1.5,2.6,0.8,0.1,2.5,0.4,-212,1754,1966,away_win,0.3644717169200099,0.9187951657114379
1926-11-03,Chile,Paraguay,False,Copa América,0.1,0.2,1.1,2.5,0.2,0.1,1.5,3.2,-254,1500,1754,home_win,0.2126837777224022,0.2461687017194119
1927-10-30,Argentina,Bolivia,True,Copa América,0.6,0.3,2.7,0.7,0.0,0.0,0.5,6.0,456,1956,1500,home_win,0.8012085721405432,0.0
1927-11-01,Peru,Uruguay,False,Copa América,0.5,0.22,1.5,1.5,0.9,0.1,3.1,0.4,-532,1500,2032,away_win,0.489,1.0280650386244705
1927-11-06,Bolivia,Uruguay,True,Copa América,0.0,0.0,0.6,6.2,0.9,0.1,3.3,0.4,-532,1500,2032,away_win,0.0,1.0124283578370297
1927-11-13,Peru,Bolivia,False,Copa América,0.0,0.0,0.0,4.0,0.0,0.0,0.5,6.666666666666667,0,1500,1500,home_win,0.489,0.0
1927-11-20,Argentina,Uruguay,True,Copa América,0.6,0.3,3.2,0.8,0.9,0.1,4.0,0.3,-76,1956,2032,home_win,0.8012085721405434,0.9875716421629706
1927-11-27,Peru,Argentina,False,Copa América,0.5,0.0,1.5,3.0,0.7,0.2,3.5,1.0,-456,1500,1956,away_win,0.489,0.8655307749813108
1929-11-01,Paraguay,Uruguay,True,Copa América,0.2,0.0,1.6,3.7,0.8,0.1,4.0,0.6,-372,1681,2053,home_win,0.18689259905307748,0.8697670072265138
1929-11-03,Argentina,Peru,False,Copa América,0.7,0.2,3.8,1.1,0.3333333333333333,0.0,1.3333333333333333,3.6666666666666665,547,2047,1500,home_win,0.84827435833541,0.3114876650884625
1929-11-10,Argentina,Paraguay,False,Copa América,0.7,0.2,3.7,1.0,0.3,0.0,1.8,3.4,366,2047,1681,home_win,0.8252865686518813,0.31478943433840023
1929-11-11,Peru,Uruguay,True,Copa América,0.25,0.0,1.0,3.5,0.7,0.1,3.5,0.9,-553,1500,2053,away_win,0.23361574881634686,0.776320707699975
1929-11-16,Paraguay,Peru,True,Copa América,0.2,0.0,1.6,3.7,0.2,0.0,1.0,3.6,181,1681,1500,home_win,0.22134313481186144,0.18689259905307748
1929-11-17,Argentina,Uruguay,False,Copa América,0.7,0.2,3.8,1.0,0.7,0.1,3.6,0.9,-6,2047,2053,home_win,0.8193060054821828,0.7596872663842511
1930-07-13,Belgium,USA,True,FIFA World Cup,0.5,0.22,1.5,1.5,0.5,0.22,1.5,1.5,-24,1648,1672,away_win,0.489,0.489
1930-07-13,France,Mexico,True,FIFA World Cup,0.5,0.22,1.5,1.5,0.5,0.22,1.5,1.5,-66,1547,1613,home_win,0.489,0.489
1930-07-14,Brazil,Yugoslavia,True,FIFA World Cup,0.4,0.2,1.8,1.4,0.5,0.22,1.5,1.5,423,1923,1500,away_win,0.5755046100174434,0.489
1930-07-14,Peru,Romania,True,FIFA World Cup,0.1666666666666666,0.0,0.8333333333333334,3.8333333333333335,0.5,0.22,1.5,1.5,0,1500,1500,away_win,0.15574383254423124,0.489
1930-07-15,Argentina,France,True,FIFA World Cup,0.8,0.1,3.8,0.8,1.0,0.0,4.0,1.0,534,2081,1547,home_win,0.8889857961624719,0.489
1930-07-16,Chile,Mexico,True,FIFA World Cup,0.2,0.1,1.5,2.5,0.0,0.0,1.0,4.0,-113,1500,1613,home_win,0.26467106902566656,0.489
1930-07-17,Bolivia,Yugoslavia,True,FIFA World Cup,0.0,0.0,0.7142857142857143,6.142857142857143,1.0,0.0,2.0,1.0,0,1500,1500,away_win,0.0,0.489
1930-07-17,Paraguay,USA,True,FIFA World Cup,0.3,0.0,2.1,3.5,1.0,0.0,3.0,0.0,105,1777,1672,away_win,0.3147894343384002,0.489
1930-07-18,Uruguay,Peru,False,FIFA World Cup,0.7,0.0,3.6,1.1,0.1428571428571428,0.0,0.8571428571428571,3.7142857142857135,460,1960,1500,home_win,0.7004111637179167,0.13349471360934106
1930-07-19,Argentina,Mexico,True,FIFA World Cup,0.8,0.1,3.4,0.8,0.0,0.0,0.5,3.5,468,2081,1613,home_win,0.8919137802143036,0.489
1930-07-19,Chile,France,True,FIFA World Cup,0.3,0.1,1.8,2.3,0.5,0.0,2.0,1.0,-47,1500,1547,home_win,0.36515698978320454,0.489
1930-07-20,Belgium,Paraguay,True,FIFA World Cup,0.0,0.0,0.0,3.0,0.3,0.0,1.9,3.3,-129,1648,1777,away_win,0.489,0.3147894343384002
1930-07-20,Bolivia,Brazil,True,FIFA World Cup,0.0,0.0,0.625,5.875,0.4,0.1,1.9,1.6,-423,1500,1923,away_win,0.0,0.5135185646648392
1930-07-21,Uruguay,Romania,False,FIFA World Cup,0.7,0.0,3.4,1.0,1.0,0.0,3.0,1.0,460,1960,1500,home_win,0.7004111637179167,0.489
1930-07-22,Argentina,Chile,True,FIFA World Cup,0.8,0.1,3.2,1.1,0.4,0.1,1.9,1.9,581,2081,1500,home_win,0.8831298280588088,0.4615312733615748
1930-07-26,Argentina,USA,True,FIFA World Cup,0.9,0.1,3.5,1.0,1.0,0.0,3.0,0.0,409,2081,1672,home_win,0.9765761275853476,0.489
1930-07-27,Uruguay,Yugoslavia,False,FIFA World Cup,0.7,0.0,3.6,1.0,1.0,0.0,3.0,0.5,460,1960,1500,home_win,0.6699476700722651,0.489
1930-07-30,Uruguay,Argentina,False,FIFA World Cup,0.7,0.0,3.6,1.1,1.0,0.0,4.0,1.0,-121,1960,2081,home_win,0.6699476700722651,1.03401445302766
1933-06-11,Sweden,Estonia,False,FIFA World Cup qualification,0.5,0.22,1.5,1.5,0.5,0.22,1.5,1.5,192,1692,1500,home_win,0.489,0.489
1933-06-29,Lithuania,Sweden,False,FIFA World Cup qualification,0.5,0.22,1.5,1.5,1.0,0.0,6.0,2.0,-192,1500,1692,away_win,0.489,0.489
1933-09-24,Yugoslavia,Switzerland,False,FIFA World Cup qualification,0.6666666666666666,0.0,2.333333333333333,2.333333333333333,0.5,0.22,1.5,1.5,-137,1500,1637,draw,0.7108148517318714,0.489
1933-10-15,Poland,Czechoslovakia,False,FIFA World Cup qualification,0.5,0.22,1.5,1.5,0.5,0.22,1.5,1.5,0,1500,1500,away_win,0.489,0.489
1933-10-29,Switzerland,Romania,False,FIFA World Cup qualification,0.0,1.0,2.0,2.0,0.5,0.0,1.5,2.5,137,1637,1500,draw,0.489,0.489
1934-01-28,Haiti,Cuba,False,FIFA World Cup qualification,0.5,0.22,1.5,1.5,0.5,0.22,1.5,1.5,-210,1290,1500,away_win,0.489,0.489
1934-02-01,Haiti,Cuba,False,FIFA World Cup qualification,0.0,0.0,1.0,3.0,1.0,0.0,3.0,1.0,-210,1290,1500,draw,0.489,0.489
1934-02-04,Haiti,Cuba,False,FIFA World Cup qualification,0.0,0.5,1.0,2.0,0.5,0.5,2.0,1.0,-210,1290,1500,away_win,0.489,0.489
1934-02-25,Republic of Ireland,Belgium,True,FIFA World Cup qualification,0.5,0.22,1.5,1.5,0.0,0.0,0.0,2.0,-88,1500,1588,draw,0.489,0.489
1934-03-04,Mexico,Cuba,False,FIFA World Cup qualification,0.0,0.0,1.3333333333333333,4.333333333333333,0.6666666666666666,0.3333333333333333,3.333333333333333,0.6666666666666666,-2,1498,1500,home_win,0.0,0.6696984799401943
1934-03-11,Luxembourg,Germany,False,FIFA World Cup qualification,0.5,0.22,1.5,1.5,0.5,0.22,1.5,1.5,-279,1500,1779,away_win,0.489,0.489
1934-03-11,Mexico,Cuba,False,FIFA World Cup qualification,0.25,0.0,1.75,3.75,0.5,0.25,3.0,1.25,-2,1498,1500,home_win,0.23361574881634686,0.5022738599551457
1934-03-11,Spain,Portugal,False,FIFA World Cup qualification,0.5,0.22,1.5,1.5,0.5,0.22,1.5,1.5,211,1910,1699,home_win,0.489,0.489
1934-03-16,Egypt,Israel,False,FIFA World Cup qualification,0.5,0.22,1.5,1.5,0.5,0.22,1.5,1.5,199,1699,1500,home_win,0.489,0.489
1934-03-18,Mexico,Cuba,False,FIFA World Cup qualification,0.4,0.0,2.4,3.0,0.4,0.2,2.4,2.0,-2,1498,1500,home_win,0.37378519810615496,0.4018190879641166
1934-03-18,Portugal,Spain,False,FIFA World Cup qualification,0.0,0.0,0.0,9.0,1.0,0.0,9.0,0.0,-211,1699,1910,away_win,0.489,0.489
1934-03-25,Bulgaria,Hungary,False,FIFA World Cup qualification,0.5,0.22,1.5,1.5,0.5,0.22,1.5,1.5,0,1500,1500,away_win,0.489,0.489
1934-03-25,Italy,Greece,False,FIFA World Cup qualification,0.5,0.22,1.5,1.5,0.5,0.22,1.5,1.5,0,1500,1500,home_win,0.489,0.489
1934-04-06,Israel,Egypt,False,FIFA World Cup qualification,0.0,0.0,1.0,7.0,1.0,0.0,7.0,1.0,-199,1500,1699,away_win,0.489,0.489
1934-04-08,Netherlands,Republic of Ireland,False,FIFA World Cup qualification,0.5,0.22,1.5,1.5,0.0,1.0,4.0,4.0,158,1658,1500,home_win,0.489,0.489
1934-04-15,Luxembourg,France,False,FIFA World Cup qualification,0.0,0.0,1.0,9.0,0.3333333333333333,0.0,1.3333333333333333,1.0,-99,1500,1599,away_win,0.489,0.3349530691917933
1934-04-25,Austria,Bulgaria,False,FIFA World Cup qualification,0.5,0.22,1.5,1.5,0.0,0.0,1.0,4.0,500,2000,1500,home_win,0.489,0.489
1934-04-29,Hungary,Bulgaria,False,FIFA World Cup qualification,1.0,0.0,4.0,1.0,0.0,0.0,1.0,5.0,0,1500,1500,home_win,0.489,0.489
1934-04-29,Belgium,Netherlands,False,FIFA World Cup qualification,0.0,0.3333333333333333,1.3333333333333333,2.6666666666666665,1.0,0.0,5.0,2.0,-70,1588,1658,away_win,0.15574383254423124,0.489
1934-04-29,Romania,Yugoslavia,False,FIFA World Cup qualification,0.3333333333333333,0.3333333333333333,1.6666666666666667,2.333333333333333,0.5,0.25,2.25,2.25,0,1500,1500,home_win,0.48145610100506686,0.6605874657363568
1934-05-24,Mexico,USA,True,FIFA World Cup qualification,0.5,0.0,2.6666666666666665,2.6666666666666665,0.6666666666666666,0.0,2.333333333333333,2.0,-263,1498,1761,away_win,0.4672314976326937,0.7112301686186561
1934-05-27,Netherlands,Switzerland,True,FIFA World Cup,1.0,0.0,4.5,2.0,0.0,1.0,2.0,2.0,51,1658,1607,away_win,0.489,0.489
1934-05-27,Italy,USA,False,FIFA World Cup,1.0,0.0,4.0,0.0,0.75,0.0,2.75,2.0,-261,1500,1761,home_win,0.489,0.7667268876152504
1934-05-27,Egypt,Hungary,True,FIFA World Cup,1.0,0.0,5.5,1.0,1.0,0.0,4.0,1.0,199,1699,1500,away_win,0.489,0.489
1934-05-27,Czechoslovakia,Romania,True,FIFA World Cup,1.0,0.0,2.0,1.0,0.5,0.25,1.75,2.0,0,1500,1500,home_win,0.489,0.594707824570147
1934-05-27,Belgium,Germany,True,FIFA World Cup,0.0,0.25,1.5,3.0,1.0,0.0,9.0,1.0,-191,1588,1779,away_win,0.11680787440817343,0.489
1934-05-27,Brazil,Spain,True,FIFA World Cup,0.4,0.1,2.1,1.6,1.0,0.0,5.5,0.5,24,1934,1910,away_win,0.484799401943683,0.489
1934-05-27,Austria,France,True,FIFA World Cup,1.0,0.0,6.0,1.0,0.5,0.0,2.5,1.0,401,2000,1599,home_win,0.489,0.4848305507101919
1934-05-27,Argentina,Sweden,True,FIFA World Cup,0.9,0.0,3.5,1.3,1.0,0.0,4.0,1.0,340,2062,1722,away_win,0.9405681535011212,0.489
1934-05-31,Austria,Hungary,True,FIFA World Cup,1.0,0.0,4.5,1.5,1.0,0.0,4.0,1.3333333333333333,500,2000,1500,home_win,0.489,0.9757870255004568
1934-05-31,Czechoslovakia,Switzerland,True,FIFA World Cup,1.0,0.0,2.0,1.0,0.3333333333333333,0.6666666666666666,2.333333333333333,2.0,-107,1500,1607,home_win,0.489,0.6557853642329098
1934-05-31,Germany,Sweden,True,FIFA World Cup,1.0,0.0,7.0,1.5,1.0,0.0,3.6666666666666665,1.3333333333333333,57,1779,1722,home_win,0.489,1.0511670404518647
1934-05-31,Italy,Spain,False,FIFA World Cup,1.0,0.0,5.5,0.5,1.0,0.0,4.666666666666667,0.6666666666666666,-410,1500,1910,draw,0.489,1.107234820167788
1934-06-01,Italy,Spain,False,FIFA World Cup,0.6666666666666666,0.3333333333333333,4.0,0.6666666666666666,0.75,0.25,3.75,0.75,-410,1500,1910,home_win,0.8754879973419719,0.9472339895340144
1934-06-03,Czechoslovakia,Germany,True,FIFA World Cup,1.0,0.0,2.333333333333333,1.3333333333333333,1.0,0.0,5.333333333333333,1.3333333333333333,-279,1500,1779,home_win,0.9566824487083645,0.9988371127170032
1934-06-03,Italy,Austria,False,FIFA World Cup,0.75,0.25,3.25,0.5,1.0,0.0,3.6666666666666665,1.3333333333333333,-500,1500,2000,home_win,0.9540867181659607,0.9550211811612259
1934-06-07,Austria,Germany,True,FIFA World Cup,0.75,0.0,2.75,1.25,0.75,0.0,4.25,1.75,221,2000,1779,away_win,0.7162658858709194,0.7491278345377523
1934-06-10,Italy,Czechoslovakia,False,FIFA World Cup,0.8,0.2,2.8,0.4,1.0,0.0,2.5,1.25,0,1500,1500,home_win,1.0124595066035387,0.9945801146274608
1935-01-06,Argentina,Chile,True,Copa América,0.8,0.0,3.4,1.4,0.4,0.1,2.0,1.9,518,2018,1500,home_win,0.81397956640917,0.4615312733615748
1935-01-13,Peru,Uruguay,False,Copa América,0.125,0.0,0.75,3.375,0.7,0.0,3.4,1.2,-464,1500,1964,away_win,0.11680787440817343,0.6903189633690505
1935-01-18,Chile,Uruguay,True,Copa América,0.4,0.1,2.1,1.8,0.7,0.0,3.1,1.2,-464,1500,1964,away_win,0.4615312733615748,0.6903189633690505
1935-01-20,Peru,Argentina,False,Copa América,0.1111111111111111,0.0,0.6666666666666666,3.111111111111111,0.8,0.0,3.3,1.4,-518,1500,2018,away_win,0.10382922169615416,0.8139795664091702
1935-01-26,Peru,Chile,False,Copa América,0.1,0.0,0.7,3.2,0.4,0.1,2.2,1.8,0,1500,1500,home_win,0.09344629952653874,0.4615312733615748
1935-01-27,Argentina,Uruguay,True,Copa América,0.8,0.0,3.4,1.5,0.7,0.0,2.4,1.3,54,2018,1964,away_win,0.8139795664091702,0.6903189633690505
1936-12-27,Brazil,Peru,True,Copa América,0.3,0.1,1.9,1.9,0.2,0.0,0.8,2.8,359,1859,1500,home_win,0.3757164216297034,0.18689259905307748
1936-12-30,Argentina,Chile,False,Copa América,0.7,0.0,3.0,1.7,0.4,0.1,2.1,1.6,510,2010,1500,home_win,0.709257413406429,0.4615312733615748
1937-01-02,Paraguay,Uruguay,True,Copa América,0.4,0.0,1.9,3.0,0.8,0.0,2.5,1.0,-253,1748,2001,home_win,0.41745576875155743,0.816035384998754
1937-01-03,Brazil,Chile,True,Copa América,0.4,0.1,2.2,2.0,0.3,0.1,1.5,1.7,367,1867,1500,home_win,0.46916272115624225,0.36808497383503613
1937-01-06,Peru,Uruguay,True,Copa América,0.1,0.0,0.7,2.9,0.8,0.0,2.7,1.1,-501,1500,2001,away_win,0.09344629952653874,0.816035384998754
