match_id,utc_date,status,matchday,stage,group,last_updated,home_team_id,home_team,home_team_short,home_team_tla,home_team_crest,away_team_id,away_team,away_team_short,away_team_tla,away_team_crest,winner,duration,home_score_full_time,away_score_full_time,home_score_half_time,away_score_half_time
537352,2026-06-14 23:00:00+00:00,FINISHED,1.0,GROUP_STAGE,GROUP_E,2026-06-20 15:20:13+00:00,1935.0,Ivory Coast,Ivory Coast,CIV,https://crests.football-data.org/787.svg,791.0,Ecuador,Ecuador,ECU,https://crests.football-data.org/791.svg,HOME_TEAM,REGULAR,1.0,0.0,0.0,0.0
537358,2026-06-15 02:00:00+00:00,FINISHED,1.0,GROUP_STAGE,GROUP_F,2026-06-20 15:20:13+00:00,792.0,Sweden,Sweden,SWE,https://crests.football-data.org/792.svg,802.0,Tunisia,Tunisia,TUN,https://crests.football-data.org/tunisia.svg,HOME_TEAM,REGULAR,5.0,1.0,2.0,1.0
537369,2026-06-15 16:00:00+00:00,FINISHED,1.0,GROUP_STAGE,GROUP_H,2026-06-20 15:20:13+00:00,760.0,Spain,Spain,ESP,https://crests.football-data.org/760.svg,1930.0,Cape Verde Islands,Cape Verde,CPV,https://crests.football-data.org/cape_verde.svg,DRAW,REGULAR,0.0,0.0,0.0,0.0
537363,2026-06-15 19:00:00+00:00,FINISHED,1.0,GROUP_STAGE,GROUP_G,2026-06-20 15:20:13+00:00,805.0,Belgium,Belgium,BEL,https://crests.football-data.org/805.svg,825.0,Egypt,Egypt,EGY,https://crests.football-data.org/825.svg,DRAW,REGULAR,1.0,1.0,0.0,1.0
537370,2026-06-15 22:00:00+00:00,FINISHED,1.0,GROUP_STAGE,GROUP_H,2026-06-20 15:20:13+00:00,801.0,Saudi Arabia,Saudi Arabia,KSA,https://crests.football-data.org/saudi_arabia.svg,758.0,Uruguay,Uruguay,URU,https://crests.football-data.org/758.svg,DRAW,REGULAR,1.0,1.0,1.0,0.0
537364,2026-06-16 01:00:00+00:00,FINISHED,1.0,GROUP_STAGE,GROUP_G,2026-06-20 15:20:13+00:00,840.0,Iran,Iran,IRN,https://crests.football-data.org/iran.svg,783.0,New Zealand,New Zealand,NZL,https://crests.football-data.org/783.svg,DRAW,REGULAR,2.0,2.0,1.0,1.0
537391,2026-06-16 19:00:00+00:00,FINISHED,1.0,GROUP_STAGE,GROUP_I,2026-06-20 15:20:13+00:00,773.0,France,France,FRA,https://crests.football-data.org/773.svg,804.0,Senegal,Senegal,SEN,https://crests.football-data.org/senegal.svg,HOME_TEAM,REGULAR,3.0,1.0,0.0,0.0
537392,2026-06-16 22:00:00+00:00,FINISHED,1.0,GROUP_STAGE,GROUP_I,2026-06-20 15:20:13+00:00,8062.0,Iraq,Iraq,IRQ,https://crests.football-data.org/iraq.svg,8872.0,Norway,Norway,NOR,https://crests.football-data.org/813.svg,AWAY_TEAM,REGULAR,1.0,4.0,1.0,2.0
537397,2026-06-17 01:00:00+00:00,FINISHED,1.0,GROUP_STAGE,GROUP_J,2026-06-20 15:20:13+00:00,762.0,Argentina,Argentina,ARG,https://crests.football-data.org/762.png,778.0,Algeria,Algeria,ALG,https://crests.football-data.org/algeria.svg,HOME_TEAM,REGULAR,3.0,0.0,1.0,0.0
537398,2026-06-17 04:00:00+00:00,FINISHED,1.0,GROUP_STAGE,GROUP_J,2026-06-20 15:20:13+00:00,816.0,Austria,Austria,AUT,https://crests.football-data.org/816.svg,8049.0,Jordan,Jordan,JOR,https://crests.football-data.org/8049.png,HOME_TEAM,REGULAR,3.0,1.0,1.0,0.0
